fileName,size,sha256,mvid,assemblyName,assemblyVersion,typeCount,publicTypeCount,methodCount,publicMemberCount,status
"CsvHelper.dll",223744,"3C8034529E78317954EE9032F48C53F032C7F26A1371617404F6E27D45A252F0","d82cfa14-6ac9-455f-ba33-d52233350941","CsvHelper","33.0.0.0",289,215,1647,1562,"Present"
"DOTween.dll",175616,"8E90FC43AB564A5A51424AF56531AB074A5A2E9CAB271B2D653D287954237B83","82a2fd07-3ee4-4992-8e16-1903460426d7","DOTween","1.0.0.0",201,89,1188,895,"Present"
"ExcelDataReader.DataSet.dll",9728,"ED43E87D86EE8EA5385F55BCE311CE12427BD25C7DA5DA125404F12F5E51CF97","7c2bfd6f-9cc4-4c73-a296-905c677c4707","ExcelDataReader.DataSet","3.6.0.0",3,3,23,27,"Present"
"ExcelDataReader.dll",161280,"FE5129647F6E46CDF51C59DD5198527EBA24512439DCBAB8C32D8BD1A8809F19","9e8fcc4e-4d72-447d-ada5-85d2b67e19d2","ExcelDataReader","3.6.0.0",164,15,1224,97,"Present"
"FizzySteamworks.dll",36864,"227C784665271FB36437C7B81915EC3879B67E24101BF675B91155FDCB145625","2be2af50-bbfc-4b5f-8ea1-d0be00d24a1b","FizzySteamworks","0.0.0.0",24,10,188,94,"Present"
"GECore.dll",7680,"C246A4558059B90D6C30628FDD3716B6767DE69AC228F7FA8F476BDD77986D99","f68d64ec-f51a-4f66-b8bb-e345caf4657d","GECore","0.0.0.0",7,1,15,2,"Present"
"Google.Apis.Auth.dll",244224,"C38ECBDD91F2C308D239F2E368B9D2CDA6E288C8062114EAEE287918F02917B6","2dde233a-1e9d-4fbc-ad90-484b6586b482","Google.Apis.Auth","1.73.0.0",260,82,1464,875,"Present"
"Google.Apis.Core.dll",86016,"56797E95728AC95026E7ACF38A3AF29AB60DA159FF45131E321BB1C14CD87A55","27f04576-3716-4f0d-8671-47f195528f92","Google.Apis.Core","1.73.0.0",106,65,522,454,"Present"
"Google.Apis.dll",83968,"7043A13CAE68324773A101BA289E8E637134EEA694F120ECF2F033F64BF65581","220bb1da-b1bc-4474-82f3-a866265ce82b","Google.Apis","1.73.0.0",75,30,452,308,"Present"
"Google.Apis.Drive.v3.dll",189440,"2C03C6B0DACFB853FB0DE40D2DBB57A0C218D16F847B02739942B7EF1D1F9059","8f140cb5-53bc-45d0-b447-7c595c466aa7","Google.Apis.Drive.v3","1.73.0.4045",148,148,2231,3132,"Present"
"Google.Apis.Sheets.v4.dll",235008,"D270B85A12CEDC41C4E85264B19C87F93EB87EE23DDB9004B90C74957F95561A","177c5dc6-8017-406a-a934-6b442f6b74d7","Google.Apis.Sheets.v4","1.72.0.3966",302,302,2961,4276,"Present"
"Ivy.Ripgrep.dll",57344,"05508CE8196C886B1FAD1948331788B4FF70A57A455E9F353807FA63E3FBB24C","c3c3a43e-e46f-455d-a178-79c5100a131d","Ivy.Ripgrep","1.0.0.0",44,10,248,131,"Present"
"kcp2k.dll",38400,"4B80B7728B934C51D8C26732EDBDC733FB0D2E9454733BEB96D53F3ED283A396","c2487087-5414-471b-8885-7e6bfbf40831","kcp2k","0.0.0.0",26,17,141,154,"Present"
"Live2D.Cubism.dll",221184,"BF4BC1F217183F74C34973CDFA7979985ACD451601D5DC99F7E0323E83704D35","84ce2115-e828-4e26-8f0c-7a8353edf970","Live2D.Cubism","0.0.0.0",226,197,1465,1575,"Present"
"Loxodon.Framework.Binding.Weaving.dll",11776,"EDDAD0B1DAC8C8889D1AD459D81A3643C5DA1058A68123DFDEDD2C4E2D5F53CF","76421245-d1f6-429b-8227-e5a9d29c2484","Loxodon.Framework.Binding.Weaving","0.0.0.0",12,7,36,25,"Present"
"Loxodon.Framework.dll",598528,"EB14991B3F24888976825465B754D2CF44A95C490CA0DD3A90B2563C36900C6E","f06c1ae5-a31e-4ea3-ac24-2ea33e5ce2cf","Loxodon.Framework","0.0.0.0",785,538,4732,3540,"Present"
"Loxodon.Framework.Obfuscation.dll",23552,"54936DD3551E309F668074A61652E1D1CE27AB1953F643AB4847F714CC4EE992","f6a779df-9b9b-48fa-ab66-2a198bd31b28","Loxodon.Framework.Obfuscation","0.0.0.0",11,6,324,204,"Present"
"Loxodon.Framework.TextFormatting.dll",90624,"02E00B94E99DA97B6AEC85D7C0988170500180C370A78A4D75ECB504F54A3A8E","28426901-e76c-47f7-a7c0-4569249642e1","Loxodon.Framework.TextFormatting","0.0.0.0",55,5,258,71,"Present"
"Loxodon.Framework.TextMeshPro.dll",32768,"CCAE1A6709C049EC4C17F07675266C9E2512B31C1909D5AF08DBB01B125721B0","147f24a7-8168-4337-a9c4-1b591c97a720","Loxodon.Framework.TextMeshPro","0.0.0.0",23,14,169,102,"Present"
"Loxodon.Log.dll",9216,"1B3AFAA567D5C012E77BE684D3A808156A53EF0665CA9712F3CA3C3AF9B3679A","b4ef941f-95c3-4e64-b67d-dc7329c0c52a","Loxodon.Log","0.0.0.0",11,5,62,51,"Present"
"MCPForUnity.Runtime.dll",33280,"386C498FC7C27C789BFAD1906015766B5249466A540AF97386BCE6343D510657","e2a1436f-e248-47ac-bdc6-ddfef7a4db09","MCPForUnity.Runtime","0.0.0.0",24,16,88,72,"Present"
"MemoryPack.Core.dll",197632,"CA033BC0ECF997A7DB8D976850458E218D9816A962E46AF89B62EBC3236CC0E4","a3c91ce3-17d3-4ad1-8056-4c2b7f9a0687","MemoryPack.Core","1.21.4.0",192,150,854,733,"Present"
"Microsoft.Bcl.AsyncInterfaces.dll",19104,"136D5965CF4768E8420B547A8BDDEA882921F426C371833D558A858A2F0C235A","93c6b7a0-26ca-42b6-9137-12e48f0fc051","Microsoft.Bcl.AsyncInterfaces","8.0.0.0",6,0,19,0,"Present"
"Microsoft.Build.Framework.dll",442680,"AC7BAFF62CDB5988BCDD8A3AC3A19464FB23E4EC90AD6D82C315EC4C573536CD","9da8fd53-7c41-4592-b9bd-93266a1824ad","Microsoft.Build.Framework","15.1.0.0",377,154,2988,1354,"Present"
"Microsoft.Build.Utilities.Core.dll",379664,"50A3FCCFCB3E8DD352A8FBCB8272B530F2429F173AB411F9D91A3992DF7F3C9F","18f91052-1f48-43f7-8956-36a8c1206e4c","Microsoft.Build.Utilities.Core","15.1.0.0",230,30,1876,615,"Present"
"Microsoft.CodeAnalysis.CSharp.dll",7021856,"81B578B15E4A3F2BA928FAB9D014E9FAD6B885FA25A2A7E6176BEDA937588764","6e08eaf8-97bd-4353-9231-3670c29a0f81","Microsoft.CodeAnalysis.CSharp","4.12.0.0",2669,320,41567,6971,"Present"
"Microsoft.CodeAnalysis.CSharp.Scripting.dll",34576,"13983D31AC7B589059CC6913066211C5551C4C7234ECE0B437986AC2B4576EA4","7758ca7a-0c17-4678-8e81-65dd6fd5194e","Microsoft.CodeAnalysis.CSharp.Scripting","4.12.0.0",13,3,74,13,"Present"
"Microsoft.CodeAnalysis.dll",4986664,"A8AEF0AAEC005C7C9C246669D35575C6075BD876F3095EF06FB07FEE7DF43B61","904a5d8e-a7b3-41f4-a07c-639210190089","Microsoft.CodeAnalysis","4.12.0.0",2344,450,19338,4938,"Present"
"Microsoft.CodeAnalysis.Scripting.dll",136464,"C52FD818C53DC63A58243EA92A6AD81A2B05B6EA007813980A5BFB8F72CA39B9","7f8b1541-974f-46fe-a714-cbd82e5e92c7","Microsoft.CodeAnalysis.Scripting","4.12.0.0",105,19,715,195,"Present"
"Microsoft.CSharp.dll",301568,"5D8DA57D63FD1C2E4196B8E6A0EA8A155C2F3252C8EEF73310C49CBB752AE87E","6af198f6-0305-4304-8f27-8064ea6611cc","Microsoft.CSharp","4.0.0.0",233,6,1637,37,"Present"
"Microsoft.Extensions.DependencyInjection.Abstractions.dll",64264,"3A588921E88C7B989F805ADC5721ED25E24D389E8A9BC968EBCFF79F412A5288","f3c5c6c9-fdfd-4f89-825b-c1e0288cf0ff","Microsoft.Extensions.DependencyInjection.Abstractions","8.0.0.0",50,23,346,230,"Present"
"Microsoft.Extensions.Logging.Abstractions.dll",67864,"E899E37DFC2DD433807C205E764C32EA34BB95DA083E189D7615947DD16C51E8","5f591c74-c7fe-413b-91b5-87d6135ea5df","Microsoft.Extensions.Logging.Abstractions","8.0.0.0",92,21,427,143,"Present"
"Microsoft.IdentityModel.Abstractions.dll",19888,"E072AD60F6A2CDE3A611EDFB3004FF774B73DD25C4730F21FA0822744429ABD6","c3fefe5d-3959-411b-abad-3740c4fd2f88","Microsoft.IdentityModel.Abstractions","7.5.1.0",12,8,48,56,"Present"
"Microsoft.IdentityModel.JsonWebTokens.dll",127920,"7DEDCA76A8DD2DD82EB625A6A0320D2F9F062EABB2F77B951FA6103B1160ADAF","e59820a7-2a18-4fc3-a3ed-01e4df38ed9a","Microsoft.IdentityModel.JsonWebTokens","7.5.1.0",37,7,299,178,"Present"
"Microsoft.IdentityModel.Logging.dll",38840,"C46F7D5DE9B8725F29500B608A353A08390DC88689C8FE74E7E34B05DFECB4B7","837837d3-b394-40a9-bd47-8d5c00c3507b","Microsoft.IdentityModel.Logging","7.5.1.0",17,6,126,92,"Present"
"Microsoft.IdentityModel.Tokens.dll",286744,"47CC9363AC6C1ACA1A482010E0972C99787F622026DCAC5770D37D58CE5078DE","52e54e78-3d0b-4718-995c-a1410bd1450b","Microsoft.IdentityModel.Tokens","7.5.1.0",173,99,1257,1052,"Present"
"Microsoft.IO.RecyclableMemoryStream.dll",63520,"8D36AF4D0D5A5890E8C9CD5ED5858E67C48280D945C7CC476076E42ABC3AF05A","f6b65323-e90e-4670-9c30-0296f21007e1","Microsoft.IO.RecyclableMemoryStream","3.0.0.0",24,17,231,263,"Present"
"Microsoft.IO.Redist.dll",131880,"2ABBA74A23E680BA613BAAD9D510428EDD913E09F90509D248B85665A03F5014","0a3376cf-8b52-4ccf-9d35-b0cddfeace59","Microsoft.IO.Redist","6.1.0.0",121,18,735,354,"Present"
"Microsoft.NET.StringTools.dll",31528,"777DB5C759A26D489D01DED80D102321B5153273F07A4ECC0445082146E1472E","914f79ef-7df1-4e2b-93f9-2a4bbabfd1d3","Microsoft.NET.StringTools","1.0.0.0",19,4,79,29,"Present"
"Microsoft.Win32.Registry.dll",41352,"340933AD6701077AE9B8035E4671803D86074AB32F2DE8165ACFDB954BD260F6","10f9050c-1ee0-45cf-a0fa-00441b2f880c","Microsoft.Win32.Registry","5.0.0.0",41,13,194,133,"Present"
"MimeMapping.dll",285184,"6834F5A610456ED42EBB674A1B47CCB4F78D24BB8F449F821F6FF787C046033B","494b93fe-5376-4b56-8288-4833d1d95f5b","MimeMapping","3.0.0.0",6,3,22,2367,"Present"
"Mirror.Authenticators.dll",32256,"67E09A66FD418D7890327E37C22732319D0BFEEA19995E54DC1FD94526444B83","efa9d83b-415c-4eef-928c-87b805014d6a","Mirror.Authenticators","0.0.0.0",15,8,88,81,"Present"
"Mirror.BouncyCastle.Cryptography.dll",6856192,"860787FA58288910F9EF0B3147AC1DF96623D4D7BD7BC309C9161871B0819FCF","a3aef0df-b623-419d-a8b3-5edde44f1653","Mirror.BouncyCastle.Cryptography","2.4.0.0",2629,1793,21100,16479,"Present"
"Mirror.Components.dll",176128,"F669D0EF3AE9326A42615E5C352933C1702F8E0987893AB69A24E8B64B4E3611","a82b4ebd-6825-4910-a5cf-85847b8c18c6","Mirror.Components","0.0.0.0",89,68,726,593,"Present"
"Mirror.dll",226816,"ED17B15E36C7ACF762CB2AC137070CB5425E9CF6C2557FEAA0B81859AD5E913C","4d90db17-3580-4a3e-b194-75058a06f799","Mirror","0.0.0.0",169,135,1358,1370,"Present"
"Mirror.Examples.dll",263680,"E4FDDC64E276740C14EDF46CCD7672BA7970BEB3C70EAE4B6FA0E5A42B40CD45","8e686922-faea-4456-9906-9f187511356d","Mirror.Examples","0.0.0.0",262,214,1708,1734,"Present"
"Mirror.Transports.dll",95232,"42CAFB5886EB101A0B98CB6638BD3BB9EA7BFE04BE5F63940C30CA1AF2992D98","f2443bed-bf09-4bb9-9f0e-b4576fceff44","Mirror.Transports","0.0.0.0",79,39,539,469,"Present"
"Mono.Security.dll",241152,"21B9B6380E5220B8B6E873BE96A1D8EA7D8B61D56E05585EBD41960E3916E0BD","90176fba-aac0-4aa0-939e-bc907986d033","Mono.Security","4.0.0.0",179,144,1432,1772,"Present"
"mscorlib.dll",4632064,"7DD5C412A26DFF11D207AD1C72F8DD909C3D6F63840F7A9A225D2DD01BC31141","314938d1-7f38-48e8-ac68-3e11b27f62ee","mscorlib","4.0.0.0",3022,1662,27495,19563,"Present"
"netstandard.dll",90112,"6AE62E082DC494A2433984177F60CA4DB5FAE69B1F360A8B33754172B310B8C5","3484a94e-547c-4c6b-a5ba-7f3667acc005","netstandard","2.1.0.0",0,0,0,0,"Present"
"Newtonsoft.Json.dll",691712,"A56146202232958F46BD6A28B5A7DA166AEA123EE0D646735A46E5C341DFBF1F","29e3dfd7-379d-434c-a988-1f8263fe42fe","Newtonsoft.Json","13.0.0.0",495,143,4181,2059,"Present"
"Plugins.dll",185344,"405E933B3D5C13D0FCC65E5BA3CDD191556B6FE2A36D163CC19FA31364125C0F","2912a326-201c-4502-be1d-f2c501cdd81a","Plugins","0.0.0.0",265,136,1092,1127,"Present"
"Postprocess.dll",8704,"6B3572E673B64AA403AEA0C6F6315176C401E454825175AC84564CBC5F40923F","55028271-5b5a-492b-98a6-2ac54339a1d1","Postprocess","0.0.0.0",8,2,11,9,"Present"
"PropertyChanged.dll",6656,"680ED019900838DCC7604505F3F665722D99CCAFD79B11A972BFA7C9A001D375","7b25ac05-2e45-455e-97a8-4f5dd30a4068","PropertyChanged","3.4.1.0",10,10,12,12,"Present"
"Rougamo.dll",23552,"D2325C6AC10E8A103760613768E8D6763624B5B488B828E57D144AF369048242","6dbea2d4-d877-4c18-b788-247217fd78f2","Rougamo","5.0.2.0",40,34,157,208,"Present"
"SimpleWebTransport.dll",48640,"69FEE7D0307D051461E7AF6F88C0F2379F530353358B07FAA649E69C105A5F8D","791ff6cb-f0a2-4e37-8494-5d1c7fdaffe8","SimpleWebTransport","1.6.0.0",49,23,205,158,"Present"
"spine-csharp.dll",207872,"C1CEE387AEFAF64990F2E76FC468EA27453785EBFBEAD9B89E073463478C3FFC","8d434437-4260-4966-a02f-bd3d21664caf","spine-csharp","0.0.0.0",138,117,1349,1734,"Present"
"spine-unity.dll",192512,"EBB830516B308615A157CEE2EFA76403BA5093FCFE37CC9BFEA78838F981D553","dcc59602-9ed7-4646-9ebe-ce5dabf1ae67","spine-unity","0.0.0.0",133,117,975,1134,"Present"
"Supabase.Core.dll",8192,"D09EC9AEFB0258F20618E1EF83A7907656E8C10257F3C335C3C3CBB86A7FCAFB","2a7c5ddf-e470-45e1-9ae4-a15ad55836b3","Supabase.Core","1.0.0.0",8,5,17,16,"Present"
"Supabase.dll",20480,"2A89FAD91090E29A864DAC18B29F4B8005704FFEBAA6D6A193C24882C74142F9","ed0efdd0-e896-4494-90b8-a027cb2dad5a","Supabase","1.1.1.0",16,9,82,88,"Present"
"Supabase.Functions.dll",15360,"06D34CC7C76500EB2EF9E22CBC8427CECBC918DE820BC3B227238476361136AA","521eb99e-70e8-4868-bfac-c8cdc290d372","Supabase.Functions","2.0.0.0",14,7,46,43,"Present"
"Supabase.Gotrue.dll",129536,"7D9FD186FB5ED7FA5C9B8CEC2A6F49EDFD10528E2715248D5FB13D6948FD77CC","9496bc67-35d2-4388-af5b-6e2851e263a2","Supabase.Gotrue","6.0.3.0",157,80,860,944,"Present"
"Supabase.Postgrest.dll",77312,"880161667A5DFCDA758942B510C5A07002E3665EDDA4E07F25394B5F532CC25D","94ec40d5-0a39-4fbe-8513-cd835ecdde74","Supabase.Postgrest","4.0.3.0",73,47,434,429,"Present"
"Supabase.Realtime.dll",72704,"14EF7D65D68C568DA51B5DFA9D5BD90403C4CEBE08CB241A5491FDCF266CFC99","f8cf673a-cda7-4cbe-ad22-77c59d14d732","Supabase.Realtime","7.0.2.0",94,63,590,624,"Present"
"Supabase.Storage.dll",52736,"C5CA4515508A83DAD6BD0ACDE7B23F8363DB657B651D5478FEF8256E62287674","a722cf37-78e3-46ec-a423-ec50bd520a25","Supabase.Storage","2.0.2.0",59,24,265,238,"Present"
"System.Buffers.dll",4608,"762F8FDBE975E05B76BE5FE996C53CE7C75E4A2830F2F50B02A5948EF6BA0AEB","ac159733-b8fe-43fa-81cb-14cd1251e982","System.Buffers","4.0.99.0",0,0,0,0,"Present"
"System.CodeDom.dll",189568,"D4E393A4F7247CC58BF32F6AFF60AC124755F42D70E6DC186ED88B1183D16018","287801a7-854f-48bc-9e43-2954d16c25cd","System.CodeDom","7.0.0.0",151,105,1511,1107,"Present"
"System.Collections.Immutable.dll",252680,"5B1B1C83BA3D135C2FDFE425842FBE9C7432878B7E468623ACB554C69B4C130F","96bce695-477e-4131-84bd-3d331b294610","System.Collections.Immutable","8.0.0.0",214,44,2169,819,"Present"
"System.ComponentModel.Composition.dll",257024,"6970482B74BBF4D4B40491F138A6731B14CDF21B0C4F7BDAB6BABE38E7D8449D","43ba3ce6-f460-4505-9d5b-3f36f806590c","System.ComponentModel.Composition","4.0.0.0",264,62,1805,492,"Present"
"System.Configuration.ConfigurationManager.dll",427184,"9028ED7BE2C39F72B67328AC97D03FFA626ABEAF08A485C7443C3E3F55E9AD88","82f3edb4-de8b-47ab-bcee-1b304cfcb641","System.Configuration.ConfigurationManager","8.0.0.0",287,163,2642,1293,"Present"
"System.Configuration.dll",124928,"E9D4448AB7218EBE23C4A1E4BA84746F233716E58FFBF3F24DBA7628E58114F5","2c575d80-0807-4378-9359-8a9eadc6e44c","System.Configuration","4.0.0.0",143,109,1176,975,"Present"
"System.Core.dll",1113088,"32881A6C8EEFF5649B0270F93BAD74B33ABCCFD9D31449DDEA9D78A8527F2482","5aebfe1c-65ec-4623-a20c-903ee295186d","System.Core","4.0.0.0",952,273,7256,3231,"Present"
"System.Data.DataSetExtensions.dll",29696,"95B679503586CA01BFACF7B8DA6D306F82FBD7DAFC5243909E2E9E1F28C3C86D","f6f6a9f4-8d85-4563-b398-d38ddb10f43f","System.Data.DataSetExtensions","4.0.0.0",18,10,101,43,"Present"
"System.Data.dll",2125312,"190177C7CFBF5C876A65EEC6ABBE01CAF2629F487E264DDCB17AC21AA9211DBB","5a54146a-36e1-4df9-9dc1-5f1919a27698","System.Data","4.0.0.0",1014,318,12212,5085,"Present"
"System.Diagnostics.Tracing.dll",37096,"3A7F44E3B20A03CEF6FE8B164A5C193D50BD30EE0AAB26A7857D6B1944DA64FD","a8984486-df79-44a9-bd5c-251ff0b3eb59","System.Diagnostics.Tracing","4.1.1.0",8,1,77,2,"Present"
"System.dll",2641920,"A78032381174964B1406C35026AA5EEE553141768FB02429830900FD85DF59EF","ce414afe-eb0f-4550-b5da-58efd5c2db86","System","4.0.0.0",2175,1012,17617,11411,"Present"
"System.Drawing.dll",489984,"57720C613092C8608219411DB74B5D870ACBE265866DE5CD8B8F77BFB9A786C5","f6935ce4-79d5-4e75-ae82-31b0789e3916","System.Drawing","4.0.0.0",346,188,3882,4363,"Present"
"System.EnterpriseServices.dll",44544,"9D2E9EE168816AB202ED70919FE4CB08849B6A79B110908702581C3897567383","740b2afb-5e1b-48c5-92e8-659ed3f05b3e","System.EnterpriseServices","4.0.0.0",120,105,471,621,"Present"
"System.IdentityModel.Tokens.Jwt.dll",83904,"635F6621AF06F1376988CC3E0182FFA2176B920893A3A17E871A00D43405F5D7","5ec34a8a-6aab-461b-8157-2e0149828477","System.IdentityModel.Tokens.Jwt","7.5.1.0",19,9,219,249,"Present"
"System.IO.Compression.dll",114688,"B3CFB6CA60009CCBE477E2634299E3DBB7F188518DA295FB479AC0B6437136B6","3b623051-db2f-4f64-82dd-b6a5069fcf9f","System.IO.Compression","4.0.0.0",76,6,486,80,"Present"
"System.IO.Compression.FileSystem.dll",18432,"4039EFAD3D954EB62C45088FFF1F36D962F30D009EF0879C257F5A39C096B6BD","86d0be4f-5736-44a9-84b5-c84a94f8665f","System.IO.Compression.FileSystem","4.0.0.0",5,2,26,16,"Present"
"System.Management.dll",77944,"8AA089FF7E97485230B88B5977345D888E9D0BC9C4AE5E73E69794C9C4B399B9","33365769-ad21-46ea-a9cf-d9a7b84c7f22","System.Management","4.0.0.0",89,59,674,783,"Present"
"System.Memory.dll",4608,"C4F030A2CBA7DA7CDCF493257C24560E203D355904AEE490D645A935842F834A","a844289e-9b0f-420e-bab3-002006756c92","System.Memory","4.0.99.0",0,0,0,0,"Present"
"System.Net.Http.dll",122880,"16172DCDDD4EE8186C62851BFB3FF070BD296B0C7B61F8E986D1EC2B9790B33D","d9f0ec93-2fb3-4fa9-ad9c-732d7a5a7888","System.Net.Http","4.0.0.0",110,45,1016,708,"Present"
"System.Numerics.dll",119296,"E4D818EDA468902862A5B8E3FED2D852E77E81D0CE8D48FAA06981AF421785F4","b4ddfaa9-3196-42d7-ac64-2c73fa0ee716","System.Numerics","4.0.0.0",28,9,665,556,"Present"
"System.Numerics.Vectors.dll",12288,"4B65CA126541F010333387C1DAABB032F05BF9E0248DAD2EAC38F01B1D07AE6E","f155cf9f-b07c-43a3-adc2-456f23b2d74c","System.Numerics.Vectors","4.0.0.0",1,0,0,0,"Present"
"System.Reactive.dll",1344592,"004DA6B4CFD95EE23727CB6631EDCAB3FF70C05ED8D8AD2A6FB0ADBE213F8753","161c0a81-16c1-4435-a7f9-f792d1b14575","System.Reactive","6.0.0.0",1513,138,7993,1993,"Present"
"System.Reflection.Metadata.dll",487696,"55EF768FFA305DE58E38E15420669258B16F420618EB1F702BDDB30E5C797961","811b8c12-648e-4057-a967-ae53c620383f","System.Reflection.Metadata","8.0.0.0",531,263,3438,2863,"Present"
"System.Runtime.CompilerServices.Unsafe.dll",19256,"FD67ABC4C4AF10AFFBCD42FD68A2A7BC361B26714AFE6965D4D0D139459D8297","6f671217-12aa-41bc-9a9d-371795348ed6","System.Runtime.CompilerServices.Unsafe","6.0.0.0",5,1,47,42,"Present"
"System.Runtime.dll",12288,"E0A7334B7BA419AAAB6BD3BB6992D693E689341A9178172C9BF99C2AA6A085BD","3217a651-a22f-44c9-a144-adc7d95c236a","System.Runtime","4.1.0.0",0,0,0,0,"Present"
"System.Runtime.Serialization.dll",934400,"E50A748EB81DE235B40143AAC0B51BBEF4DC3A780A39E43D839049F28E86CBF1","5b621c47-d676-41d7-9bc1-4a2420a0be44","System.Runtime.Serialization","4.0.0.0",439,59,5490,740,"Present"
"System.Security.AccessControl.dll",58992,"B122549811CA87F86F4CF651357BC312AF01AA93A2F27750DAF434CBE5901471","083c22d9-415f-4d71-a673-7f072920adf7","System.Security.AccessControl","6.0.0.0",70,46,428,466,"Present"
"System.Security.Cryptography.Cng.dll",49288,"F55F4A45C1A71CA9D585FAD6416F8D69E768B9FAABE04A7FD6A4C624F155FCC1","72908626-6c21-4479-921d-dc70b1ee5f9c","System.Security.Cryptography.Cng","4.3.0.0",29,26,285,317,"Present"
"System.Security.Cryptography.ProtectedData.dll",39696,"26051CC05CEA6DA683AF4E1650F8ACC663810515230647FFC17BBCFE5CFE60C9","1fdc1956-39f8-4ec4-ad2a-17b64d546e78","System.Security.Cryptography.ProtectedData","8.0.0.0",40,2,84,5,"Present"
"System.Security.dll",320000,"557B7297A9026579034240D1A5478F25E4B30ABD977F9664D17C68A4299C97E1","b42edf2e-6de1-4f2d-b3b5-7e3236ac3450","System.Security","4.0.0.0",284,101,1846,1076,"Present"
"System.Security.Permissions.dll",118584,"C8250D7A512C1524A79F1C9BED8B07FAAC630699A0F3F310F507EA51C6D3321A","edf29c6f-00eb-442e-aae5-9e07d74cf581","System.Security.Permissions","9.0.0.0",202,183,1460,1798,"Present"
"System.Security.Principal.Windows.dll",37768,"7828DFD952A9FD49404477BAFF714849177D9F18C0654ADAFADBDCAFB4B21F47","d063f352-6787-4707-8158-9fcdd6107c4c","System.Security.Principal.Windows","5.0.0.0",33,12,169,255,"Present"
"System.ServiceModel.Internals.dll",215040,"AD36DD4E2EE09F130A27CEDD6A461336502775E3BDD239CE38FA47CEFEEECD35","e1333fbc-53a2-4bb8-9521-8de328ef62e5","System.ServiceModel.Internals","0.0.0.0",184,0,1208,0,"Present"
"System.Text.Encoding.CodePages.dll",760976,"EAF68151619943AB2DC46247F2D22A29DE0EA3805A56DE0C32B75AF12F89E74C","4215a2b3-b675-497c-8245-f58428897757","System.Text.Encoding.CodePages","7.0.0.0",68,1,482,4,"Present"
"System.Text.Encodings.Web.dll",79120,"5AD1F348223F281C34B9B857445A1C3412A430026EF049AEAC641C53A92408BE","246e593f-c707-4855-964f-89684a5d5d41","System.Text.Encodings.Web","8.0.0.0",63,7,461,370,"Present"
"System.Text.Json.dll",608520,"42A3D66464AA3F52202A625FB8D719663CEAE07678081253B54D6ED56A95EA0A","0dce814b-52c5-44dd-b543-5914204265e7","System.Text.Json","8.0.0.0",364,77,3666,1201,"Present"
"System.Threading.Channels.dll",75952,"31C7E3704C0477C53D9306362DC6ABE741088EFB7A7B4E46CDED0169CF7BB0B2","4e46d608-67fe-46e4-9968-b37620845a84","System.Threading.Channels","8.0.0.0",54,10,280,55,"Present"
