"profileId","enemyId","intentId","enemyCardId","displayName","type","cost","cooldown","description","defaultEquipped"
"base-game.10019","10019","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10019","10019","spirit.pve.enemycard_quadruplehits.intent","enemycard_QuadrupleHits","破灭","Attack","3","2","对目标敌人连续4次，每次造成2+攻击×0.35点伤害。","False"
"base-game.10020","10020","spirit.pve.enemycard_burn.intent","enemycard_burn","蹈火之域：一阶","Interference","2","1","为目标敌人施加4层灼烧。","True"
"base-game.10020","10020","spirit.pve.enemycard_burn1.intent","enemycard_burn1","蹈火之域：二阶","Interference","2","1","为目标敌人施加3层灼烧。","True"
"base-game.10020","10020","spirit.pve.enemycard_toxin1.intent","enemycard_Toxin1","腐渊之息：一阶","Interference","2","1","为目标敌人施加3层毒素。","False"
"base-game.10020","10020","spirit.pve.enemycard_toxin2.intent","enemycard_Toxin2","腐渊之息：二阶","Interference","2","1","为目标敌人施加4层毒素。","False"
"base-game.10020","10020","spirit.pve.enemycard_toxin3.intent","enemycard_Toxin3","蚀髓之刻：一阶","Interference","3","2","为目标敌人施加5层毒素。","False"
"base-game.10020","10020","spirit.pve.enemycard_toxin4.intent","enemycard_Toxin4","蚀髓之刻：二阶","Interference","3","2","为目标敌人施加5层毒素。","False"
"base-game.10020","10020","spirit.pve.enemycard_venomspray.intent","enemycard_VenomSpray","剧毒因子","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10021","10021","spirit.pve.enemycard_burn1.intent","enemycard_burn1","蹈火之域：二阶","Interference","2","1","为目标敌人施加3层灼烧。","True"
"base-game.10021","10021","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","False"
"base-game.10021","10021","spirit.pve.enemycard_neverdead.intent","enemycard_NeverDead","活性化","Support","3","2","为自身施加5层自愈。","False"
"base-game.10021","10021","spirit.pve.enemycard_ordinaryfivehit.intent","enemycard_OrdinaryFiveHit","蝶翼复切","Attack","3","2","对目标敌人连续5次，每次造成2+攻击×0.35点伤害。","True"
"base-game.10021","10021","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","False"
"base-game.10021","10021","spirit.pve.enemycard_rejuvenation.intent","enemycard_rejuvenation","基础再生","Recovery","1","0","为目标友方恢复4+最大魔能×0.6点生命。","True"
"base-game.10021","10021","spirit.pve.enemycard_toxin2.intent","enemycard_Toxin2","腐渊之息：二阶","Interference","2","1","为目标敌人施加4层毒素。","False"
"base-game.10021","10021","spirit.pve.enemycard_venomspray.intent","enemycard_VenomSpray","剧毒因子","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","False"
"base-game.10022","10022","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10022","10022","spirit.pve.enemycard_ordinaryfivehit.intent","enemycard_OrdinaryFiveHit","蝶翼复切","Attack","3","2","对目标敌人连续5次，每次造成2+攻击×0.35点伤害。","True"
"base-game.10022","10022","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10023","10023","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10023","10023","spirit.pve.enemycard_ordinaryfivehit.intent","enemycard_OrdinaryFiveHit","蝶翼复切","Attack","3","2","对目标敌人连续5次，每次造成2+攻击×0.35点伤害。","False"
"base-game.10023","10023","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10023","10023","spirit.pve.enemycard_overrunworkouts.intent","enemycard_OverrunWorkouts","刃契","Support","1","0","为自身施加1层锋锐。","True"
"base-game.10024","10024","spirit.pve.enemycard_burn1.intent","enemycard_burn1","蹈火之域：二阶","Interference","2","1","为目标敌人施加3层灼烧。","True"
"base-game.10024","10024","spirit.pve.enemycard_neverdead.intent","enemycard_NeverDead","活性化","Support","3","2","为自身施加5层自愈。","True"
"base-game.10024","10024","spirit.pve.enemycard_quadruplehits.intent","enemycard_QuadrupleHits","破灭","Attack","3","2","对目标敌人连续4次，每次造成2+攻击×0.35点伤害。","True"
"base-game.10024","10024","spirit.pve.enemycard_specialattack.intent","enemycard_specialAttack","神之福音","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为自身获得4+护甲×0.8点护盾。","False"
"base-game.10024","10024","spirit.pve.enemycard_toxin1.intent","enemycard_Toxin1","腐渊之息：一阶","Interference","2","1","为目标敌人施加3层毒素。","False"
"base-game.10024","10024","spirit.pve.enemycard_toxin3.intent","enemycard_Toxin3","蚀髓之刻：一阶","Interference","3","2","为目标敌人施加5层毒素。","False"
"base-game.10024","10024","spirit.pve.enemycard_venomspray.intent","enemycard_VenomSpray","剧毒因子","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","False"
"base-game.10025","10025","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10025","10025","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10025","10025","spirit.pve.enemycard_quadruplehits.intent","enemycard_QuadrupleHits","破灭","Attack","3","2","对目标敌人连续4次，每次造成2+攻击×0.35点伤害。","False"
"base-game.10025","10025","spirit.pve.enemycard_toxin1.intent","enemycard_Toxin1","腐渊之息：一阶","Interference","2","1","为目标敌人施加3层毒素。","False"
"base-game.10025","10025","spirit.pve.enemycard_toxin3.intent","enemycard_Toxin3","蚀髓之刻：一阶","Interference","3","2","为目标敌人施加5层毒素。","True"
"base-game.10025","10025","spirit.pve.enemycard_weaklight.intent","enemycard_WeakLight","无力化：一阶","Interference","2","1","为目标敌人施加2层无力。","False"
"base-game.10026","10026","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10026","10026","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10026","10026","spirit.pve.enemycard_quadruplehits.intent","enemycard_QuadrupleHits","破灭","Attack","3","2","对目标敌人连续4次，每次造成2+攻击×0.35点伤害。","False"
"base-game.10026","10026","spirit.pve.enemycard_toxin1.intent","enemycard_Toxin1","腐渊之息：一阶","Interference","2","1","为目标敌人施加3层毒素。","True"
"base-game.10026","10026","spirit.pve.enemycard_toxin2.intent","enemycard_Toxin2","腐渊之息：二阶","Interference","2","1","为目标敌人施加4层毒素。","False"
"base-game.10026","10026","spirit.pve.enemycard_toxin3.intent","enemycard_Toxin3","蚀髓之刻：一阶","Interference","3","2","为目标敌人施加5层毒素。","False"
"base-game.10026","10026","spirit.pve.enemycard_venomspray.intent","enemycard_VenomSpray","剧毒因子","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","False"
"base-game.10027","10027","spirit.pve.enemycard_burn2.intent","enemycard_burn2","蹈火之域：三阶","Interference","3","2","为目标敌人施加6层灼烧。","True"
"base-game.10027","10027","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10027","10027","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10027","10027","spirit.pve.enemycard_quadruplehits.intent","enemycard_QuadrupleHits","破灭","Attack","3","2","对目标敌人连续4次，每次造成2+攻击×0.35点伤害。","False"
"base-game.10027","10027","spirit.pve.enemycard_specialattack.intent","enemycard_specialAttack","神之福音","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为自身获得4+护甲×0.8点护盾。","False"
"base-game.10028","10028","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10028","10028","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","False"
"base-game.10028","10028","spirit.pve.enemycard_quadruplehits.intent","enemycard_QuadrupleHits","破灭","Attack","3","2","对目标敌人连续4次，每次造成2+攻击×0.35点伤害。","True"
"base-game.10028","10028","spirit.pve.enemycard_rejuvenation.intent","enemycard_rejuvenation","基础再生","Recovery","1","0","为目标友方恢复4+最大魔能×0.6点生命。","True"
"base-game.10029","10029","spirit.pve.enemycard_neverdead.intent","enemycard_NeverDead","活性化","Support","3","2","为自身施加5层自愈。","False"
"base-game.10029","10029","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10029","10029","spirit.pve.enemycard_overrunworkouts.intent","enemycard_OverrunWorkouts","刃契","Support","1","0","为自身施加1层锋锐。","True"
"base-game.10029","10029","spirit.pve.enemycard_quadruplehits.intent","enemycard_QuadrupleHits","破灭","Attack","3","2","对目标敌人连续4次，每次造成2+攻击×0.35点伤害。","False"
"base-game.10029","10029","spirit.pve.enemycard_rejuvenation.intent","enemycard_rejuvenation","基础再生","Recovery","1","0","为目标友方恢复4+最大魔能×0.6点生命。","True"
"base-game.10032","10032","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10032","10032","spirit.pve.enemycard_fivehit.intent","enemycard_FiveHit","寂灭黑星","Attack","3","2","对目标敌人连续5次，每次造成2+攻击×0.35点伤害。","True"
"base-game.10032","10032","spirit.pve.enemycard_psychologicalshock.intent","enemycard_psychologicalShock","震颤","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10033","10033","spirit.pve.enemycard_burn.intent","enemycard_burn","蹈火之域：一阶","Interference","2","1","为目标敌人施加4层灼烧。","True"
"base-game.10033","10033","spirit.pve.enemycard_burn1.intent","enemycard_burn1","蹈火之域：二阶","Interference","2","1","为目标敌人施加3层灼烧。","False"
"base-game.10033","10033","spirit.pve.enemycard_highfly.intent","enemycard_HighFly","浴火","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10033","10033","spirit.pve.enemycard_spreadwings.intent","enemycard_SpreadWings","熔炎重刃","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害；为自身施加1层灼烧。","True"
"base-game.10034","10034","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10034","10034","spirit.pve.enemycard_limepowder.intent","enemycard_LimePowder","思维侵入","Interference","1","0","为目标敌人施加1层遗忘。","True"
"base-game.10034","10034","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10034","10034","spirit.pve.enemycard_poisonthrowing.intent","enemycard_PoisonThrowing","圣械断骨","Interference","2","1","为目标敌人施加1层遗忘；为目标敌人施加3层毒素。","False"
"base-game.10034","10034","spirit.pve.enemycard_weak.intent","enemycard_Weak","无力化：二阶","Support","1","0","为自身施加1层无力。","False"
"base-game.10035","10035","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10035","10035","spirit.pve.enemycard_obtainmoney.intent","enemycard_obtainMoney","探囊取物","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10035","10035","spirit.pve.enemycard_toxin2.intent","enemycard_Toxin2","腐渊之息：二阶","Interference","2","1","为目标敌人施加4层毒素。","True"
"base-game.10036","10036","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10036","10036","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10037","10037","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10037","10037","spirit.pve.enemycard_fearless.intent","enemycard_fearless","适应屏障","Support","2","1","为自身施加4层活力。","False"
"base-game.10037","10037","spirit.pve.enemycard_iceshield.intent","enemycard_IceShield","幻景","Interference","2","1","为目标敌人施加2层残废。","True"
"base-game.10037","10037","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10037","10037","spirit.pve.enemycard_toxin4.intent","enemycard_Toxin4","蚀髓之刻：二阶","Interference","3","2","为目标敌人施加5层毒素。","False"
"base-game.10038","10038","spirit.pve.enemycard_charmed.intent","enemycard_charmed","时序魔法：停滞","Interference","1","0","为目标敌人施加1层时停。","True"
"base-game.10038","10038","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10038","10038","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10039","10039","spirit.pve.enemycard_burn1.intent","enemycard_burn1","蹈火之域：二阶","Interference","2","1","为目标敌人施加3层灼烧。","True"
"base-game.10039","10039","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10039","10039","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10040","10040","spirit.pve.enemycard_charmed.intent","enemycard_charmed","时序魔法：停滞","Interference","1","0","为目标敌人施加1层时停。","False"
"base-game.10040","10040","spirit.pve.enemycard_fearless.intent","enemycard_fearless","适应屏障","Support","2","1","为自身施加4层活力。","False"
"base-game.10040","10040","spirit.pve.enemycard_foraging.intent","enemycard_foraging","法杖敲头","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","False"
"base-game.10040","10040","spirit.pve.enemycard_nervereflexes.intent","enemycard_NerveReflexes","狂暴化","Support","1","0","为自身施加1层狂暴。","False"
"base-game.10040","10040","spirit.pve.enemycard_neverdead.intent","enemycard_NeverDead","活性化","Support","3","2","为自身施加5层自愈。","False"
"base-game.10040","10040","spirit.pve.enemycard_ordinaryfivehit.intent","enemycard_OrdinaryFiveHit","蝶翼复切","Attack","3","2","对目标敌人连续5次，每次造成2+攻击×0.35点伤害。","False"
"base-game.10040","10040","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","False"
"base-game.10040","10040","spirit.pve.enemycard_overrunworkouts.intent","enemycard_OverrunWorkouts","刃契","Support","1","0","为自身施加1层锋锐。","False"
"base-game.10040","10040","spirit.pve.enemycard_quadruplehits.intent","enemycard_QuadrupleHits","破灭","Attack","3","2","对目标敌人连续4次，每次造成2+攻击×0.35点伤害。","False"
"base-game.10040","10040","spirit.pve.enemycard_rejuvenation.intent","enemycard_rejuvenation","基础再生","Recovery","1","0","为目标友方恢复4+最大魔能×0.6点生命。","True"
"base-game.10040","10040","spirit.pve.enemycard_superfireball.intent","enemycard_SuperFireBall","魔爆术","Attack","2","1","对目标敌人连续2次，每次造成2+攻击×0.35点伤害。","True"
"base-game.10040","10040","spirit.pve.enemycard_toxin1.intent","enemycard_Toxin1","腐渊之息：一阶","Interference","2","1","为目标敌人施加3层毒素。","False"
"base-game.10040","10040","spirit.pve.enemycard_toxin2.intent","enemycard_Toxin2","腐渊之息：二阶","Interference","2","1","为目标敌人施加4层毒素。","False"
"base-game.10040","10040","spirit.pve.enemycard_toxin3.intent","enemycard_Toxin3","蚀髓之刻：一阶","Interference","3","2","为目标敌人施加5层毒素。","False"
"base-game.10040","10040","spirit.pve.enemycard_toxin4.intent","enemycard_Toxin4","蚀髓之刻：二阶","Interference","3","2","为目标敌人施加5层毒素。","False"
"base-game.10040","10040","spirit.pve.enemycard_weak.intent","enemycard_Weak","无力化：二阶","Support","1","0","为自身施加1层无力。","False"
"base-game.10040","10040","spirit.pve.enemycard_weaklight.intent","enemycard_WeakLight","无力化：一阶","Interference","2","1","为目标敌人施加2层无力。","True"
"base-game.10040","10040","spirit.pve.enemycard_witness.intent","enemycard_Witness","硬质化","Support","2","1","为自身施加2层坚毅。","False"
"base-game.10041","10041","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10041","10041","spirit.pve.enemycard_ordinaryfivehit.intent","enemycard_OrdinaryFiveHit","蝶翼复切","Attack","3","2","对目标敌人连续5次，每次造成2+攻击×0.35点伤害。","True"
"base-game.10041","10041","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10042","10042","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10042","10042","spirit.pve.enemycard_makeineffectiverays1.intent","enemycard_MakeIneffectiveRays1","结晶化","Defense","2","1","为自身获得4+护甲×0.8点护盾；为自身施加2层坚毅。","False"
"base-game.10042","10042","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
"base-game.10042","10042","spirit.pve.enemycard_overrunworkouts.intent","enemycard_OverrunWorkouts","刃契","Support","1","0","为自身施加1层锋锐。","True"
"base-game.10043","10043","spirit.pve.enemycard_defence.intent","enemycard_defence","魔力屏障","Defense","2","1","为自身获得4+护甲×0.8点护盾。","True"
"base-game.10043","10043","spirit.pve.enemycard_neverdead.intent","enemycard_NeverDead","活性化","Support","3","2","为自身施加5层自愈。","False"
"base-game.10043","10043","spirit.pve.enemycard_ordinaryhit.intent","enemycard_OrdinaryHit","断脊","Attack","2","1","对目标敌人造成2+攻击×0.8点伤害。","True"
